employee_number,name,position,join_date,department,salary,age
9793566,Kenneth Johnson,Manager,2003-01-12,Sales,60920,40
3434571,Scott Mcmillan,Team Leader,1994-05-06,Leadership,54414,48
2539299,Tom Mccollum,Supervisor,1986-02-21,Marketing,25104,56
2404371,Isaac Williams,Junior Developer,2021-11-28,Customer Service,31320,19
5846036,Laura Mccurry,Team Leader,1983-11-16,Research and Development,40367,59
6768123,Connor Mcvay,Senior Developer,2012-12-29,Finance,52441,30
9726310,Kenneth Mcmillan,Junior Developer,1991-08-11,Production,30327,51
1459603,Henry Jones,Manager,1984-06-02,Acquisitions,51933,58
3370234,Frank Mcmurray,Junior Developer,2008-08-13,Research and Development,20499,23
8221737,Philip Koehler,Team Leader,2010-08-21,HR,10137,32
9160602,Stephen Taylor,Assistant Manager,2007-04-17,Marketing,22599,35
8344014,Mary Smith,Manager,2013-07-15,Research and Development,41484,23
1310170,Chris Lindholm,Team Leader,1995-07-11,Production,60451,47
6881351,Daniel Majors,Junior Developer,2019-03-05,Customer Service,25099,23
6375762,Joseph Mcvay,Team Leader,2002-07-09,Logistics,61742,40
9256437,Samuel Mcclellan,Intern,2018-01-23,Acquisitions,30373,25
4176927,Arthur Blahut,Assistant Manager,1987-06-22,Finance,53656,55
2607813,Hannah Mcginnis,Junior Developer,2010-07-14,Leadership,26110,32
3009751,Roger Mclendon,Assistant Manager,2005-09-29,Acquisitions,5318,20
9068858,Lucy Mcnabb,Senior Developer,2005-09-02,People,62418,27
1238307,Philip Mcvay,Junior Developer,2000-07-21,Acquisitions,10426,42
3862128,Alan Mcnulty,Team Leader,2019-04-01,IT,11140,23
3343176,Terry Mcclellan,Intern,2001-03-27,Marketing,25071,41
9104517,Dylan Mcginnis,Junior Developer,2017-05-06,Finance,62279,25
9924040,George Johnson,Junior Developer,1995-11-30,Customer Service,51641,47
1255657,Douglas Mccracken,Team Leader,1985-09-13,People,60400,57
5542882,Ava Johnson,Assistant Manager,2021-06-20,IT,24034,21
3388418,Alexander Taylor,Intern,2006-07-29,Production,21198,36
4628727,Kenneth Jones,Assistant Manager,2008-07-24,Leadership,10790,34
8915262,Ciaran Lindholm,Team Leader,2022-10-29,People,30407,19
4991406,Henry Krebs,Assistant Manager,1996-01-28,Customer Service,62108,47
5516751,Alexander Loyd,Senior Developer,2015-06-14,Production,24449,27
5177915,Joe Hutchins,Junior Developer,2012-01-08,Leadership,24363,31
5774539,Keith Higginbotham,Assistant Manager,2002-04-22,Marketing,5006,40
5654806,Luke Smith,Supervisor,2002-12-15,Acquisitions,52671,40
3003865,Ciaran Wilson,Assistant Manager,2004-04-16,Marketing,22206,38
5451063,William Taylor,Senior Developer,2014-11-05,Leadership,5093,28
1762650,Cameron Gumpert,Intern,1993-06-12,Logistics,9117,49
9819422,Brandon Moore,Assistant Manager,1996-08-06,Production,51702,46
4814298,Olivia Lindholm,Intern,1999-11-01,People,32265,43
9781957,Jordan Mcphee,Supervisor,2014-08-16,Acquisitions,11192,28
2870895,Nathan Mccollum,Assistant Manager,2006-09-22,Sales,52510,31
7508896,Ryan Majors,Junior Developer,2016-03-23,HR,10434,24
2683294,Kenneth Mcvay,Team Leader,1985-11-12,Research and Development,55266,57
9577860,Ronald Mccreary,Junior Developer,1982-03-12,Finance,22943,60
9928138,Lily Mcknight,Senior Developer,2009-02-02,Acquisitions,10733,26
5306148,Andrew Mcknight,Junior Developer,2008-01-08,People,61324,22
4092274,Lucy Hutchins,Supervisor,2001-03-30,Finance,10556,41
6752862,Simon Loyd,Senior Developer,2000-07-01,Sales,61214,42
6622707,Jack Mccurry,Assistant Manager,2006-07-26,HR,20518,36
6325843,Charlie Mcgill,Intern,2021-06-18,Leadership,7419,21
3312210,Walter Mclendon,Manager,2010-12-29,Customer Service,61192,18
6870595,Terry Mcgill,Team Leader,2005-10-27,HR,53670,37
5362732,Ethan Smith,Intern,1999-03-21,IT,22103,43
3378229,Katie Mccreary,Team Leader,2011-07-12,Acquisitions,5349,31
1492439,Aaron Mcphee,Junior Developer,2010-08-07,Sales,60304,18
9140485,Dylan Mclendon,Senior Developer,2009-05-08,Customer Service,56515,33
4041280,Bruce Mcphee,Senior Developer,1999-05-28,Production,56180,43
8368357,Andrew Higginbotham,Junior Developer,1997-09-26,Leadership,9419,45
5283807,Laura Mcphee,Manager,2006-03-21,Production,53469,28
1008690,Derek Mcvicker,Intern,2012-05-10,IT,12112,21
8740204,Louis Jones,Team Leader,1991-10-24,IT,24446,51
2868446,Fred Higginbotham,Junior Developer,2002-05-19,Sales,10193,40
1896692,Olivia Taylor,Team Leader,2008-04-23,Finance,23384,25
5840439,Noah Mcvay,Senior Developer,2000-01-28,Leadership,7144,43
7319232,Gerald Mcmurray,Intern,2019-09-28,People,41956,23
5284703,Dylan Wilson,Junior Developer,1986-05-07,Leadership,22229,56
8603455,Jason Mcgill,Assistant Manager,1987-06-15,Customer Service,21643,55
8209347,Tom Mclendon,Senior Developer,1988-09-10,Finance,7155,54
9483920,Max Smith,Junior Developer,1997-01-24,Finance,53739,46
5891427,Sean Koehler,Supervisor,2001-11-11,Sales,50043,41
3798497,Tyler Mccurry,Junior Developer,1998-06-03,Research and Development,10053,44
8790594,Catherine Taylor,Assistant Manager,1989-05-12,IT,22199,53
9957729,Emily Mcphee,Intern,1987-02-21,HR,31469,55
8391584,Patrick Mccollum,Manager,1983-08-12,Logistics,11340,59
6519196,Joshua Moore,Junior Developer,2007-03-30,Production,56954,35
7374060,Fred Mccurry,Senior Developer,2004-03-18,Sales,24265,38
9778048,Austin Mcvicker,Junior Developer,2013-11-03,Finance,5939,23
8233973,Daniel Mcknight,Assistant Manager,1996-04-22,Logistics,6617,46
5291455,Oliver Mcnabb,Senior Developer,2009-02-08,Research and Development,30310,33
2960504,Joshua Mcknight,Team Leader,2007-07-22,Customer Service,23453,31
6315961,Ruby Mccollum,Manager,1985-07-16,Finance,31746,57
4390563,Jesse Higginbotham,Assistant Manager,1988-06-26,Sales,32040,54
3027747,Simon Hutchins,Senior Developer,1990-02-01,Leadership,40906,53
7386266,Fred Mcvicker,Team Leader,2000-04-19,Logistics,8666,42
6021730,Luke Moore,Junior Developer,2001-06-05,Production,5567,41
3546139,Bruce Mcmurray,Senior Developer,1993-03-06,Sales,62415,49
6581340,Justin Mcknight,Supervisor,1994-11-05,People,41707,48
5524806,Gerald Mccollum,Manager,2002-02-18,Production,62271,40
1477032,Joe Gumpert,Senior Developer,2010-09-28,HR,8216,32
4469844,Kyle Miller,Senior Developer,2009-10-30,Acquisitions,26103,30
9232966,Cameron Hutchins,Supervisor,1992-09-21,Marketing,21293,50
8437268,Fred Loyd,Team Leader,1983-10-08,Leadership,55983,59
9264746,Richard Mccollum,Manager,2020-05-16,People,60113,22
9377803,Ella Mckinley,Junior Developer,1990-01-14,Research and Development,41182,53
7200717,Joseph Blahut,Team Leader,2005-03-17,Production,26101,37
5341000,Elijah Mccracken,Supervisor,1997-04-06,Finance,23561,45
9944036,Jacob Mckinley,Manager,2009-02-24,Leadership,25280,33
3364186,Joseph Moore,Junior Developer,2006-05-11,Research and Development,23069,36
2617639,Jesse Mcvay,Junior Developer,1999-05-24,Sales,11686,43
2591860,Gary Mcmurray,Manager,2009-01-12,Logistics,32442,24
1403517,Sarah Davis,Senior Developer,1990-10-11,Research and Development,21160,52
6203038,Tom Mcmullen,Junior Developer,1997-07-27,People,22988,45
4779636,Christian Mcnabb,Assistant Manager,2006-10-18,HR,60146,19
9208506,Kyle Mcvay,Junior Developer,2014-08-07,Leadership,42144,23
8629420,Roy Mccreary,Supervisor,2000-04-16,Acquisitions,41974,42
4767844,Jeffrey Mcvay,Junior Developer,2017-02-24,Research and Development,40082,25
9867003,Megan Williams,Team Leader,1984-02-14,Customer Service,52138,59
4709803,Jordan Mcmillan,Manager,1993-07-05,Logistics,41821,49
4878109,Mary Mcgill,Junior Developer,2014-02-18,Leadership,5120,25
1528175,Michael Jones,Assistant Manager,2016-06-03,Acquisitions,12344,23
1740584,Liam Mcvay,Assistant Manager,2014-06-12,Sales,9007,28
4600379,Luke Mccracken,Senior Developer,2015-09-16,Research and Development,8088,18
2249150,Larry Davis,Supervisor,1998-09-12,People,52304,44
3147288,Adam Mcnabb,Junior Developer,2006-08-03,HR,23120,36
2456163,Deborah Mckinley,Assistant Manager,1991-06-30,Marketing,50099,51
6917980,Sean Taylor,Supervisor,2002-02-19,Marketing,20820,40
4642062,Donald Blahut,Junior Developer,2006-11-22,Sales,12126,36
3452962,James Mcvay,Manager,2006-08-30,People,41919,36
9968430,Larry Mclendon,Supervisor,2005-07-22,IT,41874,37
9849993,Ella Mcknight,Junior Developer,2000-09-25,Customer Service,21599,42
8548663,Richard Mcginnis,Team Leader,2004-12-07,Leadership,10805,38
1725323,Jesse Krebs,Senior Developer,1998-01-04,Marketing,26105,45
8639897,Jerry Miller,Team Leader,1993-05-20,IT,61520,49
5587658,Roy Mcmillan,Supervisor,1982-10-13,Sales,31525,60
4387903,Jerry Mcvay,Senior Developer,2017-01-19,Production,60577,21
5326159,Bobby Mckinley,Intern,2001-09-08,Customer Service,53763,41
1666664,Ella Mcphee,Senior Developer,2018-07-12,Research and Development,23166,18
2180915,Orla Mckinley,Assistant Manager,2007-06-08,Leadership,56995,35
3144725,Stephen Mcclellan,Team Leader,1984-06-13,Marketing,10311,58
8529864,Stephen Mcmurray,Assistant Manager,1992-11-10,HR,23480,50
1022894,Derek Gumpert,Manager,2016-02-08,Customer Service,52180,26
2789530,Ciaran Williams,Intern,1995-08-30,Finance,60554,47
2985694,Peter Taylor,Assistant Manager,2011-08-17,Customer Service,42069,23
6901860,Mary Mcvay,Manager,2005-12-19,Acquisitions,10096,37
3641765,Ronald Mcvicker,Senior Developer,2010-10-27,Customer Service,8820,32
4035737,Sophie Mcknight,Intern,2010-10-11,Customer Service,52305,32
9409164,Bobby Miller,Supervisor,2018-05-13,Production,24021,20
9720441,Anthony Mccreary,Team Leader,2000-03-30,Customer Service,55445,42
4763817,Charlie Mccreary,Manager,2011-04-17,Marketing,24226,31
9250245,Eric Loyd,Intern,2021-10-25,Production,12326,18
8446888,Ella Moore,Intern,2013-08-19,Finance,42182,27
1025188,Jordan Mccreary,Intern,2009-01-09,People,41518,34
1171971,Arthur Krebs,Intern,2007-12-18,Acquisitions,55808,20
6325907,Willie Mcmillan,Junior Developer,1989-06-22,Customer Service,5729,53
3342439,David Mcginnis,Assistant Manager,1994-07-09,HR,52325,48
9891785,Eoin Johnson,Team Leader,2012-12-29,Logistics,52080,30
2556113,Ethan Mclendon,Junior Developer,2004-09-13,People,42334,38
8598220,Juan Loyd,Manager,1991-04-22,IT,22254,51
4149627,Benjamin Davis,Manager,2014-11-08,HR,9077,20
9852743,Juan Smith,Supervisor,2017-12-24,Marketing,42448,25
8116568,Jack Blahut,Assistant Manager,1995-07-17,Customer Service,25130,47
3932181,Fred Jones,Team Leader,2012-01-09,IT,22345,31
6384601,William Mcknight,Supervisor,2007-09-10,Research and Development,41440,28
3288600,Aiden Jones,Supervisor,1990-09-23,Finance,11046,52
2656550,Joe Loyd,Manager,1993-02-23,Finance,23642,49
6295961,Jordan Davis,Junior Developer,1990-04-13,Sales,53251,52
3380808,Aaron Williams,Team Leader,2010-06-03,Research and Development,60676,28
5814163,Cameron Krebs,Team Leader,1995-01-08,Finance,21252,48
7693774,Max Mcvay,Junior Developer,2009-06-09,Sales,23015,23
5818567,Walter Blahut,Manager,1989-06-23,Research and Development,50704,53
7567549,Joseph Loyd,Assistant Manager,1992-01-09,HR,52944,51
1466797,Richard Miller,Assistant Manager,1982-07-05,Marketing,31929,60
8623320,Jane Mcmurray,Intern,1991-10-04,Customer Service,50805,51
2059826,Jeremy Mccreary,Intern,2019-04-08,People,22645,23
2903471,Kevin Hutchins,Team Leader,2017-06-13,Production,23065,25
1438267,Vincent Taylor,Supervisor,2021-12-10,Marketing,8153,21
7549014,Scott Mccurry,Intern,2011-05-02,Leadership,55602,31
1551747,Nathan Mcvay,Team Leader,1990-06-05,Customer Service,40064,52
1585607,William Mcgill,Junior Developer,2014-02-20,Logistics,54333,20
6790956,Keith Lindholm,Intern,1994-08-17,Production,56364,48
3562663,Johnny Miller,Assistant Manager,2006-08-24,Finance,55606,36
6271741,Samuel Mcmurray,Manager,1990-10-20,Acquisitions,8927,52
5216298,Noah Brown,Supervisor,2014-07-04,HR,20746,22
5610364,Peter Miller,Intern,2008-12-25,Sales,10185,34
9982008,Howard Mcknight,Intern,1988-08-24,Marketing,9181,54
9662164,Adam Williams,Manager,2018-04-12,Production,57377,19
7210022,Kevin Mangum,Junior Developer,2019-09-14,Research and Development,26476,22
1758597,Tom Mcvicker,Team Leader,1997-09-26,Sales,22738,45
2083973,Jason Krebs,Team Leader,1996-10-02,Customer Service,40492,46
9743866,Henry Mclendon,Supervisor,2015-12-06,Logistics,22146,18
4057965,Jane Mcvicker,Manager,1998-04-22,Leadership,53896,44
8128905,James Williams,Intern,1999-01-09,Sales,30733,44
4860994,Chris Mcvay,Intern,2006-03-31,Logistics,11399,36
3079808,Bryan Mcmillan,Senior Developer,2012-02-04,Marketing,24823,31
9923725,Dennis Mangum,Team Leader,2017-04-21,Sales,5378,20
4308458,Liam Mccreary,Manager,1984-08-19,Logistics,22188,58
7020005,Anthony Williams,Intern,1988-04-15,Research and Development,21879,54
3573167,Douglas Blahut,Supervisor,1996-02-16,Sales,52670,46
5685844,Nicholas Davis,Supervisor,2001-10-15,Logistics,61025,41
2319155,Adam Brown,Intern,2006-07-04,Research and Development,40372,36
2880988,Aoife Hutchins,Assistant Manager,1988-03-24,Logistics,5926,54
8423575,Harold Gumpert,Team Leader,1992-09-22,Finance,30707,50
5748724,Randy Mcphee,Supervisor,2016-11-16,Acquisitions,53424,24
9453260,Dylan Higginbotham,Intern,2016-05-10,Logistics,6540,26
5401745,Philip Mcnabb,Junior Developer,1985-12-15,Logistics,61757,57
3681937,Jose Mcvay,Assistant Manager,1990-05-18,Acquisitions,22115,52
8447727,Oliver Mcmillan,Senior Developer,1988-09-26,Finance,42045,54
6253029,Steven Jones,Supervisor,1988-01-19,HR,8615,55
2587663,Austin Smith,Intern,1986-01-22,Research and Development,9216,57
3123676,William Mcknight,Assistant Manager,1989-11-29,IT,61479,53
8820071,Thomas Krebs,Intern,2004-07-04,IT,21753,38
9425436,Sophie Mcnulty,Supervisor,2006-01-06,Research and Development,8437,37
2300579,Bruce Jones,Manager,2004-06-25,Logistics,61377,38
1975806,Jacob Mcmurray,Junior Developer,1983-12-09,Leadership,20226,59
9797035,Jason Gumpert,Team Leader,2009-07-18,IT,21194,33
2594913,Bruce Mclendon,Manager,2011-02-07,Research and Development,61935,32
9882417,Roisin Williams,Manager,2014-10-07,Customer Service,40577,28
1939440,Frank Mcnulty,Manager,2004-02-22,Leadership,9155,38
9473150,Jacob Mangum,Intern,1995-08-09,IT,10154,47
1039214,Samuel Mcclellan,Senior Developer,2011-03-08,People,61924,25
9939637,Steven Mccurry,Team Leader,1984-07-26,People,51157,58
7408807,Sean Hutchins,Senior Developer,1982-08-01,Acquisitions,25192,60
8973938,Oliver Hutchins,Intern,1993-04-19,Customer Service,9151,49
6334936,Olivia Moore,Senior Developer,2016-05-22,IT,8732,24
3156151,Ruby Mangum,Assistant Manager,2024-12-08,Acquisitions,12339,18
8630465,Jane Mccollum,Assistant Manager,1986-01-08,Research and Development,22895,57
6867556,Billy Mclendon,Junior Developer,2002-08-31,Leadership,10302,40
3100663,Tom Loyd,Supervisor,2007-02-27,Finance,61038,35
1731208,Kyle Mcknight,Supervisor,2015-07-13,People,40695,18
3563465,Dylan Hutchins,Supervisor,2018-03-31,People,20337,24
5154472,Ava Johnson,Assistant Manager,1998-07-16,Acquisitions,55065,44
8652345,Arthur Mccurry,Senior Developer,2016-03-16,Finance,23339,26
5018625,Eoin Mcmurray,Assistant Manager,1985-10-15,Sales,31545,57
1775414,Caleb Mcphee,Team Leader,1991-05-29,Leadership,22352,51
5951007,Bobby Davis,Junior Developer,2008-04-03,Logistics,8384,34
6372018,Gregory Mcnabb,Junior Developer,1984-08-19,Acquisitions,41337,58
9444749,Jose Smith,Intern,2016-05-13,Logistics,20781,20
6262341,Ciaran Blahut,Intern,1994-06-18,HR,40009,48
8905389,Fred Krebs,Senior Developer,2009-03-28,Sales,23849,33
9378212,Peter Smith,Assistant Manager,2003-10-04,Research and Development,52217,39
1646504,George Mcginnis,Junior Developer,1996-11-06,Finance,55645,46
7441325,Sophia Miller,Intern,2005-05-09,Customer Service,7457,24
8017458,Aaron Mcnabb,Assistant Manager,2002-05-09,IT,50676,40
3041588,Joseph Mccurry,Senior Developer,2005-12-16,HR,6371,37
3480340,Randy Koehler,Manager,1995-10-30,Logistics,11664,47
2700012,Matthew Blahut,Intern,1992-04-27,IT,22793,50
5774901,Derek Mcmillan,Team Leader,1983-04-01,HR,56763,59
2840796,Isabella Mcvay,Team Leader,2014-05-17,Leadership,7300,28
6964585,Aiden Higginbotham,Team Leader,2008-02-28,Marketing,20266,34
7671852,Billy Mangum,Intern,2005-02-23,Research and Development,60500,37
5162938,Timothy Mcvay,Supervisor,2014-08-30,IT,31905,26
8095207,Vincent Higginbotham,Intern,1996-06-24,Sales,53548,46
7361803,Mason Davis,Intern,2009-05-26,Customer Service,7103,33
3805754,Aaron Wilson,Junior Developer,2006-06-30,Marketing,12055,21
5355605,Liam Mangum,Junior Developer,2002-05-13,Marketing,6199,40
1647484,Alexander Higginbotham,Manager,2007-04-28,Sales,22606,26
3830341,Charlie Mckinley,Manager,1987-08-03,Marketing,24359,55
7910411,Lily Mcginnis,Supervisor,1995-02-07,Marketing,6160,48
4097616,Tom Mcvay,Junior Developer,2012-12-21,HR,24089,29
4336015,Elijah Hutchins,Manager,1994-12-28,Finance,52772,48
7068879,David Majors,Junior Developer,2006-10-19,IT,42177,36
4787415,Carl Mccracken,Intern,1987-08-08,Research and Development,22143,55
6981366,Aoife Mcgill,Supervisor,2003-02-24,Marketing,20106,39
4551592,Peter Mcvay,Intern,1991-08-12,Sales,20061,51
3179335,Orla Miller,Team Leader,1984-12-26,Research and Development,52218,58
7800605,Jack Mcmurray,Supervisor,2003-05-27,Logistics,8714,39
3490486,Jesse Mcclellan,Team Leader,2005-04-16,Production,41316,37
3132386,Joe Mcmurray,Supervisor,1982-11-02,Sales,20417,60
1450975,Frank Taylor,Team Leader,2004-08-06,Customer Service,24867,38
3485738,Gerald Mangum,Junior Developer,2007-12-29,Logistics,41369,27
6500783,Patrick Taylor,Team Leader,2005-07-17,Sales,51175,37
2549676,Jose Majors,Assistant Manager,2008-04-15,Customer Service,22171,19
3417088,Austin Mclendon,Intern,2008-07-17,Research and Development,42417,34
8161971,Alexander Mcvay,Manager,1993-09-04,People,24922,49
4736859,Jack Brown,Intern,2008-08-28,Production,12241,31
4461314,Adam Mcphee,Manager,2013-05-09,Marketing,11933,29
7066942,Nathan Mclendon,Senior Developer,2009-11-16,Acquisitions,5956,32
5158950,Dylan Mcknight,Junior Developer,2011-08-16,Finance,21628,22
9860623,Daniel Krebs,Assistant Manager,2012-09-07,HR,61519,30
3584431,Terry Mcclellan,Intern,1987-01-18,Production,41212,56
3498297,Kyle Loyd,Supervisor,2013-03-13,Marketing,25775,29
3596105,Ronald Koehler,Manager,1994-05-28,Marketing,61767,48
3654025,Elijah Mcmurray,Junior Developer,2006-02-27,Marketing,21718,36
1629196,Donald Mcclellan,Supervisor,1988-04-20,People,42124,54
9628999,Paul Smith,Supervisor,2000-01-12,Logistics,52257,43
1527513,Isaac Mcclellan,Manager,1987-05-07,Leadership,24112,55
1617830,Jason Taylor,Assistant Manager,1993-07-09,IT,30302,49
8209682,Bruce Blahut,Manager,1999-10-04,Marketing,23073,43
9814604,Harry Smith,Team Leader,1986-08-01,Acquisitions,22153,56
8524774,Alex Majors,Senior Developer,1986-02-11,Finance,25879,57
3220382,Randy Majors,Senior Developer,2012-10-26,HR,53224,30
6246418,Harold Mcgill,Senior Developer,2008-05-21,Finance,60528,34
3069400,Ralph Koehler,Senior Developer,2002-04-25,Research and Development,52389,40
4794626,Oscar Mccracken,Manager,2003-10-16,Research and Development,21189,39
1683477,Harry Moore,Assistant Manager,2005-03-03,Customer Service,54017,37
3265179,Larry Mcvicker,Supervisor,2009-08-25,Research and Development,22485,33
5601386,Thomas Johnson,Senior Developer,1990-11-14,HR,50206,52
1453361,Ethan Hutchins,Manager,2002-04-25,Research and Development,51966,40
3929876,Bryan Mcginnis,Assistant Manager,2013-01-27,Production,61393,30
6793758,Raymond Hutchins,Assistant Manager,1985-04-20,Customer Service,51846,57
2969026,Louis Mcmillan,Junior Developer,1993-08-26,Marketing,11482,49
4736689,Evan Higginbotham,Senior Developer,2001-12-09,Production,8223,41
5583539,Alexander Taylor,Intern,1988-01-25,Acquisitions,25164,55
